url,is_private,has_homepage,size,stars,watchers,has_projects,has_pages,has_wiki,has_discussions,forks,is_archived,is_disabled,open_issues,subscribers_count,created_at,updated_at,is_private_b,has_homepage_b,size_b,stars_b,watchers_b,has_projects_b,has_pages_b,has_wiki_b,has_discussions_b,forks_b,is_archived_b,is_disabled_b,open_issues_b,subscribers_count_b,stars_ratio,watchers_ratio,forks_ratio,size_ratio,commit_count,commit_count_b,commit_count_ratio,commit_decay,commit_decay_b,age_days,days_since_update,age_days_b,days_since_update_b,log_stars,log_watchers,log_forks,log_commit_count,open_issues_count,closed_issues_count,open_prs_count,closed_prs_count,used_by,summary
https://github.com/clap-rs/clap,False,True,20067,14647,14647,False,True,False,True,1072,False,False,348,68,2015-02-25T13:36:33Z,2025-01-25T14:41:50Z,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.2904249201911447,0.2904249201911447,0.0212559237007514,0.3978942359169591,120,1,0.0023737463652008,0.0331217223295611,1,3622,0,1,0,9.591990815318308,9.591990815318308,6.977281341630747,4.787491742782046,318,1751,30,2682,0,Command Line Argument Parser for Rust. Dual-licensed under [Apache 2.0](LICENSE-APACHE) or [MIT)
https://github.com/node-fetch/node-fetch,False,False,1268,8822,8822,False,False,False,True,1036,False,False,210,89,2015-01-26T07:29:26Z,2025-01-21T20:50:40Z,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0.4422498496089833,0.4422498496089833,0.0519350310808101,0.0635652697012231,300,1,0.0148162781509284,0.0821242814125376,1,3652,4,1,1,9.085003880664884,9.085003880664884,6.943122422819428,5.703782474656201,174,736,36,682,11603422,A light-weight module that brings the Fetch API to Node.js. Consider supporting us on our Open Collective:https://opencollective.com/node-fetch.
https://github.com/epoberezkin/fast-json-stable-stringify,False,False,93,295,295,True,False,True,False,34,False,False,21,4,2017-10-24T09:07:57Z,2025-01-24T05:22:30Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.4114365411436541,0.4114365411436541,0.0474198047419804,0.1297071129707113,270,1,0.2735562310030395,0.1018483591097699,1,2650,1,1,1,5.68697535633982,5.68697535633982,3.5263605246161616,5.598421958998375,7,2,14,55,31206656,"Deterministic `JSON.stringify()` is a faster version of [@substack)'s json-stable-strigify. You can also pass in a custom comparison function. For example, to sort on the object"
https://github.com/import-js/eslint-plugin-import,False,False,4183,5619,5619,False,False,True,False,1576,False,False,600,37,2015-03-15T00:21:57Z,2025-01-25T07:55:53Z,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0.3305877507795493,0.3305877507795493,0.0927222451020768,0.2461022533388245,780,1,0.0438769196152331,0.2163661581137309,1,3604,0,1,0,8.633908991112198,8.633908991112198,7.362645270417825,6.659293919683638,506,1509,94,1000,0,This plugin intends to support linting of ES2015+ (ES6+) import/export syntax. It will prevent issues with misspelling of file paths and import names. All the goodness that the ES2015+. static module syntax intends
https://github.com/axios/axios,False,True,17673,106210,106210,True,False,False,True,10998,False,False,696,1186,2014-08-18T22:30:27Z,2025-01-25T20:59:55Z,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.4405390495704941,0.4405390495704941,0.0456176298576056,0.0733042710014061,810,1,0.0033484772696268,0.2124311565696302,1,3812,0,1,0,11.573173545315584,11.573173545315584,9.30546871706776,6.697034247666484,561,4189,135,1610,0,Summarize:    Gold sponsors. Gold sponsors include Principal Financial Group and Stytch.com. Gold sponsor is the company that provides the API.
https://github.com/tklauser/numcpus,False,True,1079,26,26,False,False,True,False,10,False,False,0,3,2018-12-13T16:31:43Z,2025-01-21T10:08:16Z,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.0227870289219982,0.0227870289219982,0.0087642418930762,0.9456617002629272,540,1,0.3212373587150505,0.2415026833631484,1,2235,4,1,1,3.258096538021482,3.258096538021482,2.302585092994046,6.29156913955832,0,1,0,112,0,"Package numcpus provides information about the number of CPUs in the system. It gets the number. of CPUs (online, offline, present, possible, configured or. kernel maximum) on Linux, Darwin, FreeBSD, NetBSD,"
https://github.com/debug-js/debug,False,False,417,11204,11204,False,False,False,False,944,False,False,80,139,2011-11-29T02:23:54Z,2025-01-25T10:27:16Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.47137027220329,0.47137027220329,0.0397155959442971,0.0175438596491228,180,1,0.0075159714393085,0.0374453921364676,1,4806,0,1,0,9.32402613638,9.32402613638,6.8501261661455,5.19295685089021,59,587,21,299,41109824,A tiny JavaScript debugging utility modelled after Node.js core's debuggingtechnique. Works in node.js and web browsers. Exposes a function; simply pass this function the name of your module.
https://github.com/mattn/go-runewidth,False,False,153,619,619,True,False,True,False,95,False,False,16,13,2013-06-21T04:56:50Z,2025-01-13T07:44:22Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.4165545087483176,0.4165545087483176,0.0639300134589502,0.1029609690444145,600,1,0.2876318312559923,0.1416096294548029,1,4236,12,1,1,6.428105272684596,6.428105272684596,4.553876891600541,6.396929655216146,10,23,6,41,131040,Provides functions to get fixed width of the character or string. Under the MIT License: http://mattn.mit-license.org/2013.
https://github.com/walletconnect/walletconnect-monorepo,False,False,94214,1490,1490,True,False,True,True,729,False,False,70,73,2018-08-26T14:02:36Z,2025-01-25T03:12:42Z,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0.0152160370903669,0.0152160370903669,0.007444624858307,0.9621233009609592,510,1,0.0051811892353174,0.2174840085287846,1,2344,0,1,0,7.306531398939505,7.306531398939505,6.591673732008658,6.234410725718371,46,1300,24,1211,0,Summarize: # WalletConnect v2.x.xOpen protocol for connecting Wallets to Dapps - https://walletconnect.com.
https://github.com/eslint/eslint,False,True,45186,25473,25473,True,False,False,True,4628,False,False,97,316,2013-06-29T23:59:48Z,2025-01-25T15:54:56Z,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.2528086542278682,0.2528086542278682,0.0459309249702262,0.4484517665740373,690,1,0.0068013799901429,0.1631977294228949,1,4227,0,1,0,10.145374346667474,10.145374346667474,8.439880088313567,6.536691597591305,87,10366,10,7698,24222636,"ESLint is a tool for identifying and reporting on patterns found in ECMAScript/JavaScript code. In many ways, it is similar to JSLint and JSHint with a few exceptions."
https://github.com/consensys/teku,False,True,540810,692,692,False,True,True,True,305,False,False,153,34,2018-09-07T09:30:05Z,2025-01-24T21:52:06Z,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.0012755783881629,0.0012755783881629,0.0005622130179041,0.99688663020577,180,1,0.0003316877933363,0.0771538791255893,1,2332,0,1,0,6.539585955617669,6.539585955617669,5.720311776607412,5.19295685089021,140,2564,13,6293,0,Teku is an open-source. consensus client written in Java and containing a full. beacon node and validator client implementation. See the [Changelog] for details of the latest releases.
https://github.com/rich-harris/magic-string,False,False,1260,2444,2444,True,False,True,False,116,False,False,30,15,2014-11-03T23:10:14Z,2025-01-22T14:11:23Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.3901660280970626,0.3901660280970626,0.0185185185185185,0.2011494252873563,30,1,0.0047664442326024,0.0080299785867237,1,3735,3,1,1,7.801391320291485,7.801391320291485,4.7535901911063645,3.4011973816621555,21,58,9,210,14944689,magic-string is a small utility for manipulating strings and generating sourcemaps. It works in both node.js and browser environments.
https://github.com/redux-saga/redux-saga,False,True,9473,22533,22533,True,True,True,True,1968,False,False,39,249,2015-11-29T16:58:12Z,2025-01-24T07:40:09Z,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.3987647548091387,0.3987647548091387,0.034827543490187,0.1676429468915355,720,1,0.0125814737798591,0.2151823072325164,1,3345,1,1,1,10.02273618035412,10.02273618035412,7.584773077612199,6.579251212010101,30,1461,9,880,0,"redux-saga is a library that aims to make application side effects easier to manage, more efficient to execute, easy to test, and better at handling failures. The mental model is that a saga is like a separate thread in"
https://github.com/immerjs/immer,False,True,5838,27987,27987,True,True,True,False,851,False,False,53,155,2017-12-29T12:25:47Z,2025-01-25T13:20:49Z,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0.4466271962721223,0.4466271962721223,0.0135805818425546,0.0931650256132007,750,1,0.011827227855487,0.2901353965183752,1,2584,0,1,0,10.23949539562907,10.23949539562907,6.746412128573375,6.620073206530356,33,631,20,464,0,Immer is a free and open-source Node.js package. It lets you create immutable state trees by modifying the current tree. You can use Gitpod (a free online VS Code like IDE) for contributing online.
https://github.com/wevm/isows,False,False,240,49,49,False,False,False,False,5,False,False,3,4,2023-10-08T06:04:44Z,2025-01-05T22:48:22Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.1428571428571428,0.1428571428571428,0.0145772594752186,0.6997084548104956,270,1,0.4404567699836867,0.5672268907563025,1,475,19,1,1,3.8918202981106265,3.8918202981106265,1.6094379124341005,5.598421958998375,2,2,1,15,0,"Isomorphic WebSocket implementation for Node.js, Bun, Deno, and modern browsers. Isomorphic WebSockets for Node, Bun and Deno. Is available on GitHub and Twitter."
https://github.com/yahoo/serialize-javascript,False,False,309,2833,2833,True,False,False,False,182,False,False,39,36,2014-09-16T16:07:16Z,2025-01-22T20:35:22Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.4601266850738996,0.4601266850738996,0.0295598505765795,0.0501867792756212,240,1,0.0375175863686102,0.0634081902245706,1,3784,3,1,1,7.949091499830517,7.949091499830517,5.204006687076795,5.480638923341991,30,29,9,119,0,"Serialize JavaScript to a _superset_ of JSON that includes regular expressions, dates and functions. Serialization for ES6 Sets & Maps requires support for `Array.from` (not available in IE or Node < 0."
https://github.com/postcss/autoprefixer,False,True,8190,21779,21779,False,True,False,False,1257,False,False,40,377,2013-03-14T05:04:51Z,2025-01-25T02:55:45Z,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0.4108857654938213,0.4108857654938213,0.0237147438920856,0.1545137251202716,120,1,0.0022588235294117,0.0276752767527675,1,4335,0,1,0,9.988701481750608,9.988701481750608,7.136483208590247,4.787491742782046,39,1118,1,339,22612081,Autoprefixer is a plugin that parses vendor prefixes and adds them to CSS rules using values. It is recommended by Google and used in Twitter and Alibaba. You can try the [interactive demo]
https://github.com/bradfitz/iter,False,True,3,298,298,True,False,True,False,12,False,False,0,5,2014-01-24T04:11:58Z,2024-11-29T08:23:44Z,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.4877250409165303,0.4877250409165303,0.0196399345335515,0.0049099836333878,4,1,0.0065040650406504,0.0009950248756218,1,4019,57,1,1,5.697093486505405,5.697093486505405,2.4849066497880004,1.3862943611198906,0,7,0,4,0,summarize: See http://godoc.org/github.com/bradfitz/iter for more information.
https://github.com/google/btree,False,False,64,4000,4000,True,False,False,False,421,False,False,12,80,2014-07-31T17:56:24Z,2025-01-25T10:32:31Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.4714201532115498,0.4714201532115498,0.0496169711255156,0.0075427224513847,630,1,0.0691168403730115,0.1644050104384133,1,3831,0,1,0,8.294049640102028,8.294049640102028,6.042632833682381,6.4457198193855785,9,13,3,32,50232,This package provides an in-memory B-Tree implementation for Go. The API is based off of the wonderfulhttp://godoc.org/github.com/petar/GoLLRB/llrb.
https://github.com/electron/node-chromium-pickle-js,False,False,11,22,22,True,False,False,False,11,True,False,3,14,2015-04-24T01:49:23Z,2023-05-03T16:26:15Z,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.1666666666666666,17,1,0.2048192771084337,0.0047685834502103,1,3564,633,1,1,3.091042453358316,3.091042453358316,2.3978952727983707,2.833213344056216,1,0,2,2,0, module ports Chromium's 'Pickle' class to Node. Pickle class provides facilities for basic binary value packing and unpacking.
https://github.com/gregberge/svgr,False,True,15924,10652,10652,False,False,False,True,425,False,False,121,35,2017-09-01T21:38:42Z,2025-01-25T03:11:55Z,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.2828991049849945,0.2828991049849945,0.0112872812259315,0.4229145088040794,600,1,0.0156850443102501,0.2219755826859045,1,2702,0,1,0,9.273502946933824,9.273502946933824,6.052089168924417,6.396929655216146,107,501,14,323,10233154,SVGR is a tool to transform SVGs into React components. It takes a raw SVG and transforms it into a ready-to-use React component.
https://github.com/libp2p/go-libp2p,False,False,59122,6190,6190,True,False,False,True,1102,False,False,270,181,2015-09-30T23:24:32Z,2025-01-24T19:21:38Z,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0.0852570106330229,0.0852570106330229,0.0151782270949259,0.8143077516390281,900,1,0.0122442316064431,0.2643171806167401,1,3404,1,1,1,8.730690365678642,8.730690365678642,7.004881989712859,6.802394763324311,233,1010,37,1786,8300,"libp2p is a networking stack and library modularized out of [The IPFS Project] It is built so that lots of people can use it, for lots of different projects. Building large-scale peer-to-peer"
https://github.com/ethers-io/ethers.js,False,True,157522,8081,8081,False,False,False,True,1921,False,False,565,103,2016-07-16T04:35:37Z,2025-01-25T05:56:52Z,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.0460180518777939,0.0460180518777939,0.0109393240511374,0.8970245721932747,210,1,0.0011944373346984,0.0673940949935815,1,3115,0,1,0,8.997270906233448,8.997270906233448,7.560601162768557,5.3471075307174685,416,2275,149,479,614308,"The Ethers Project is an open source library for Ethereum and ilk. The library is written in TypeScript and is free and open-source. It can be used to connect to nodes over [JSON-RPC], ["
https://github.com/pytest-dev/pytest-cov,False,False,1097,1804,1804,True,False,False,False,213,False,False,146,41,2014-04-17T20:01:12Z,2025-01-23T17:19:10Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.3668157787718585,0.3668157787718585,0.0433102887352582,0.2230581537210248,210,1,0.0409516380655226,0.0533401066802133,1,3936,2,1,1,7.497761700622568,7.497761700622568,5.3612921657094255,5.3471075307174685,140,271,6,252,0,"This plugin produces coverage reports for distributed testing support for pytest-xdist. The plugin does some extras: Subprocess support, Xdist support, and support for fork or run stuff in a subprocess."
https://github.com/pytest-dev/pytest,False,True,34977,12350,12350,True,False,True,True,2732,False,False,918,194,2015-06-15T20:28:27Z,2025-01-25T16:35:45Z,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0.1978881251101604,0.1978881251101604,0.0437757374737617,0.5604480123059175,60,1,0.0009604763962925,0.0170794192997438,1,3512,0,1,0,9.421411342056125,9.421411342056125,7.912789220690681,4.0943445622221,824,5134,94,6095,1365584,The pytest framework makes it easy to write small tests. It can be used to support complex functional testing for applications and libraries.
https://github.com/erigontech/speedtest,False,False,42,1,1,True,False,True,False,1,False,False,1,0,2024-07-17T15:26:37Z,2024-11-13T17:17:05Z,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0.0222222222222222,0.0222222222222222,0.0222222222222222,0.9333333333333332,3,1,0.0625,0.0155440414507772,1,192,73,1,1,0.0,0.0,0.0,1.0986122886681098,1,0,0,1,0,summarize: # speedtestFork of https://github.com/erigontech/speedtest adjusted to use erigon infra to do download speed test.
https://github.com/level/levelup,False,False,5894,4085,4085,False,False,True,False,267,True,False,0,91,2012-08-13T14:32:00Z,2025-01-13T05:59:10Z,0,0,1,1,1,0,0,1,0,1,1,0,0,1,0.2850464029027981,0.2850464029027981,0.0186309399204521,0.4112762542739516,480,1,0.0324083451488758,0.1055176961969663,1,4548,12,1,1,8.315077007294104,8.315077007294104,5.58724865840025,6.173786103901937,0,382,0,347,0,"LevelDB is a simple key-value store built by Google. It's used in Google Chrome and many other products. A Node.js wrapper for `abstract-leveldown` compliant stores, which follow the characteristics of"
https://github.com/mattn/go-isatty,False,True,63,847,847,True,False,True,False,108,False,False,14,12,2014-04-01T01:53:09Z,2025-01-21T08:50:05Z,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0.4541554959785522,0.4541554959785522,0.0579088471849865,0.0337801608579088,420,1,0.1838074398249453,0.1062484189223374,1,3952,4,1,1,6.741700694652055,6.741700694652055,4.68213122712422,6.040254711277414,10,24,4,49,504456,"summarize: # go-isatty for golang, Go, Cygwin, and MSYS2."
https://github.com/servo/unicode-bidi,False,False,9069,78,78,True,False,True,False,34,False,False,7,18,2015-05-26T17:28:44Z,2024-12-30T22:22:10Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.0084242358786046,0.0084242358786046,0.0036721028188789,0.979479425423912,780,1,0.0776969817710927,0.2207755448627229,1,3532,25,1,1,4.356708826689592,4.356708826689592,3.5263605246161616,6.659293919683638,6,27,1,104,0,"This crate implements the [Unicode Bidirectional Algorithm] for display of mixed right-to-left and left- to-right text. It is written in safe Rust,compatible with the current stable release."
https://github.com/prettier-solidity/prettier-plugin-solidity,False,True,5016,732,732,True,False,True,False,75,False,False,12,12,2018-05-15T15:12:02Z,2025-01-24T01:48:45Z,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0.111670480549199,0.111670480549199,0.011441647597254,0.7652173913043478,300,1,0.0437636761487965,0.1225490196078431,1,2447,1,1,1,6.595780513961311,6.595780513961311,4.31748811353631,5.703782474656201,7,219,5,852,0,"Prettier Solidity is a tool for automatically formatting your [Solidity] code. Prettier only works with valid code. If there is a syntax error, nothing will be done and a parser error will be thrown."
https://github.com/motdotla/dotenv,False,True,2391,19408,19408,False,True,False,True,862,False,False,5,109,2013-07-05T18:25:05Z,2025-01-25T20:44:08Z,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.4613373267726829,0.4613373267726829,0.0204901471392236,0.0568351993154103,780,1,0.0182034586571448,0.1847028179019654,1,4222,0,1,0,9.873440631183833,9.873440631183833,6.759255270663693,6.659293919683638,5,478,0,345,20162754,"Warp is a blazingly fast, Rust-based terminal reimagined to work like a modern app. Dotenv is a zero-dependency module that loads environment variables from a `env` file into [‘process."
https://github.com/ajv-validator/ajv,False,True,37489,14015,14015,False,True,False,True,886,False,False,282,112,2015-05-19T23:23:32Z,2025-01-25T06:02:51Z,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.2110533845342971,0.2110533845342971,0.0133423687975303,0.5645508621338755,390,1,0.0058387603862564,0.1102006216445323,1,3538,0,1,0,9.547883463598888,9.547883463598888,6.786716950605081,5.966146739123692,239,1433,43,775,31562145,The fastest JSON validator for Node.js and browser. Supports JSON Schema draft-04/06/07/2019-09/2020-12 ([draft-04 support] and RFC8927.
https://github.com/safe-global/safe-smart-account,False,True,8510,1915,1915,True,False,False,False,963,False,False,16,49,2017-09-02T09:23:38Z,2025-01-24T08:23:16Z,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0.143952491919116,0.143952491919116,0.0723896865368713,0.6397053296248967,660,1,0.0472677791305593,0.244173140954495,1,2702,1,1,1,7.557472901614746,7.557472901614746,6.870053411798126,6.492239835020471,14,293,2,521,1714,A collection of the different Safe contract deployments and their addresses can be found in the [Safe deployments] repository. This will deploy the contracts deterministically and verify the contracts on etherscan using [Solidity 0.7.6]
https://github.com/nethermindeth/nethermind,False,True,498327,1318,1318,True,False,False,False,471,False,False,472,57,2017-08-23T15:10:51Z,2025-01-25T20:23:37Z,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0.0026284615722108,0.0026284615722108,0.0009393060701906,0.9938037707853876,270,1,0.0005381659305088,0.0995208256542572,1,2712,0,1,0,7.183870715062453,7.183870715062453,6.154858094016418,5.598421958998375,351,2101,121,5498,0,"Nethermind is an open-source, Docker-based client for the Ethereum network. It's built on .NET and offers industry-leading performance in syncing and tip-of-chain processing. It offers extensibility"
https://github.com/vercel/serve-handler,False,True,639,590,590,False,False,False,False,98,False,False,81,59,2018-05-14T19:08:11Z,2025-01-15T13:14:35Z,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0.3077725612936881,0.3077725612936881,0.0511215440792905,0.3333333333333333,210,1,0.0987306064880112,0.0857492854226214,1,2448,10,1,1,6.380122536899765,6.380122536899765,4.584967478670572,5.3471075307174685,48,49,33,90,0,"The serve-handler package represents the core of [vercel/serve]. It can be plugged into any HTTP server and is responsible for routing requests and handling responses. In order to customize the default behaviour, you can also pass custom"
https://github.com/vyperlang/vyper,False,True,12406,4956,4956,True,False,True,True,821,False,False,496,161,2016-11-11T08:56:41Z,2025-01-25T00:21:50Z,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0.2141838454557241,0.2141838454557241,0.0354812221790051,0.5361510869095466,300,1,0.0127991808524254,0.1000667111407605,1,2997,0,1,0,8.508354242749032,8.508354242749032,6.710523109452428,5.703782474656201,411,1306,85,2329,1498,"Vyper is a free, open-source programming language. Vyper can be used to build contracts and play games. The language is written in Python."
https://github.com/postcss/postcss,False,True,10792,28612,28612,False,True,True,True,1570,False,False,23,506,2013-09-24T23:06:48Z,2025-01-25T18:15:59Z,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.411174661569856,0.411174661569856,0.0225620095996321,0.1550886672606558,210,1,0.0030087684107971,0.0507123883120019,1,4140,0,1,0,10.261581489228275,10.261581489228275,7.358830898342354,5.3471075307174685,23,980,0,901,29617328,"PostCSS is a tool for transforming styles with JS plugins. It is used by industry leaders including Wikipedia, Twitter, Alibaba, and JetBrains. PostCSS has more than 200 plugins."
